incident_date,district,crime_category,hour_of_day,day_of_week,recent_7day_count,precinct_density_score,future_incident_count
2026-01-28 22:00:00,Mangaluru,Cybercrime,22,2,26,6.32,6
2026-01-29 01:00:00,Kalaburagi,Assault,1,3,5,3.19,3
2026-01-29 01:00:00,Hubballi-Dharwad,Burglary,1,3,41,9.43,11
2026-01-29 02:00:00,Belagavi,Assault,2,3,35,5.4,6
2026-01-29 02:00:00,Mysuru,Fraud,2,3,31,5.44,6
2026-01-29 03:00:00,Mysuru,Assault,3,3,21,6.33,4
2026-01-29 03:00:00,Mangaluru,Assault,3,3,9,7.32,5
2026-01-29 04:00:00,Ballari,Fraud,4,3,37,3.91,8
2026-01-29 04:00:00,Belagavi,Fraud,4,3,41,6.91,7
2026-01-29 04:00:00,Belagavi,Burglary,4,3,26,7.4,10
2026-01-29 05:00:00,Ballari,Cybercrime,5,3,2,6.74,1
2026-01-29 06:00:00,Davanagere,Assault,6,3,43,9.2,9
2026-01-29 06:00:00,Bengaluru Urban,Fraud,6,3,19,8.4,10
2026-01-29 07:00:00,Kalaburagi,Fraud,7,3,4,5.89,2
2026-01-29 08:00:00,Shivamogga,Assault,8,3,9,5.69,4
2026-01-29 08:00:00,Bengaluru Urban,Burglary,8,3,12,4.72,6
2026-01-29 09:00:00,Belagavi,Burglary,9,3,24,2.97,5
2026-01-29 10:00:00,Hubballi-Dharwad,Cybercrime,10,3,8,9.34,7
2026-01-29 10:00:00,Bengaluru Urban,Cybercrime,10,3,25,3.9,12
2026-01-29 10:00:00,Davanagere,Fraud,10,3,12,8.34,5
2026-01-29 10:00:00,Belagavi,Theft,10,3,4,8.31,5
2026-01-29 11:00:00,Shivamogga,Burglary,11,3,2,6.58,3
2026-01-29 11:00:00,Ballari,Theft,11,3,39,9.12,9
2026-01-29 12:00:00,Shivamogga,Cybercrime,12,3,7,1.46,4
2026-01-29 12:00:00,Davanagere,Burglary,12,3,3,2.34,2
2026-01-29 12:00:00,Ballari,Assault,12,3,36,2.68,6
2026-01-29 13:00:00,Mangaluru,Assault,13,3,11,8.17,6
2026-01-29 14:00:00,Kalaburagi,Cybercrime,14,3,2,7.68,7
2026-01-29 15:00:00,Belagavi,Assault,15,3,9,8.43,5
2026-01-29 15:00:00,Shivamogga,Cybercrime,15,3,6,6.34,5
2026-01-29 15:00:00,Hubballi-Dharwad,Assault,15,3,44,4.02,8
2026-01-29 16:00:00,Hubballi-Dharwad,Cybercrime,16,3,34,8.7,10
2026-01-29 16:00:00,Mangaluru,Burglary,16,3,33,9.09,6
2026-01-29 17:00:00,Mysuru,Assault,17,3,32,9.44,7
2026-01-29 17:00:00,Kalaburagi,Assault,17,3,42,5.81,8
2026-01-29 17:00:00,Bengaluru Urban,Assault,17,3,8,1.92,6
2026-01-29 17:00:00,Kalaburagi,Fraud,17,3,6,7.61,4
2026-01-29 17:00:00,Ballari,Cybercrime,17,3,12,6.11,4
2026-01-29 17:00:00,Ballari,Assault,17,3,15,7.14,4
2026-01-29 18:00:00,Shivamogga,Theft,18,3,10,2.91,3
2026-01-29 19:00:00,Kalaburagi,Fraud,19,3,11,3.53,3
2026-01-29 19:00:00,Kalaburagi,Theft,19,3,23,2.56,5
2026-01-29 19:00:00,Kalaburagi,Fraud,19,3,20,2.89,3
2026-01-29 20:00:00,Shivamogga,Cybercrime,20,3,12,7.52,5
2026-01-29 20:00:00,Kalaburagi,Fraud,20,3,2,3.88,2
2026-01-29 21:00:00,Bengaluru Urban,Burglary,21,3,31,6.09,10
2026-01-29 21:00:00,Udupi,Fraud,21,3,5,4.0,2
2026-01-29 21:00:00,Udupi,Theft,21,3,13,2.61,2
2026-01-29 21:00:00,Mysuru,Theft,21,3,22,8.27,6
2026-01-29 22:00:00,Belagavi,Burglary,22,3,14,9.46,6
2026-01-29 22:00:00,Mysuru,Burglary,22,3,35,2.48,6
2026-01-29 23:00:00,Davanagere,Assault,23,3,20,2.87,7
2026-01-30 00:00:00,Hubballi-Dharwad,Burglary,0,4,32,2.63,8
2026-01-30 01:00:00,Mangaluru,Burglary,1,4,14,2.88,7
2026-01-30 01:00:00,Mangaluru,Cybercrime,1,4,39,4.99,8
2026-01-30 01:00:00,Mysuru,Theft,1,4,37,1.23,8
2026-01-30 01:00:00,Mysuru,Assault,1,4,12,4.97,3
2026-01-30 01:00:00,Bengaluru Urban,Assault,1,4,25,7.08,9
2026-01-30 02:00:00,Mangaluru,Burglary,2,4,38,8.16,10
2026-01-30 02:00:00,Kalaburagi,Cybercrime,2,4,42,6.7,8
2026-01-30 02:00:00,Davanagere,Burglary,2,4,27,5.52,9
2026-01-30 02:00:00,Kalaburagi,Assault,2,4,10,4.49,4
2026-01-30 03:00:00,Udupi,Fraud,3,4,41,7.32,8
2026-01-30 03:00:00,Davanagere,Burglary,3,4,7,8.86,8
2026-01-30 03:00:00,Ballari,Fraud,3,4,43,7.37,8
2026-01-30 04:00:00,Ballari,Cybercrime,4,4,40,6.31,8
2026-01-30 05:00:00,Belagavi,Theft,5,4,5,4.39,6
2026-01-30 05:00:00,Shivamogga,Assault,5,4,17,8.89,5
2026-01-30 06:00:00,Kalaburagi,Burglary,6,4,23,3.92,6
2026-01-30 07:00:00,Mysuru,Cybercrime,7,4,9,8.41,5
2026-01-30 07:00:00,Bengaluru Urban,Assault,7,4,43,8.01,12
2026-01-30 07:00:00,Kalaburagi,Fraud,7,4,15,2.25,3
2026-01-30 08:00:00,Mangaluru,Burglary,8,4,12,4.64,5
2026-01-30 09:00:00,Mysuru,Burglary,9,4,39,4.89,7
2026-01-30 09:00:00,Mysuru,Cybercrime,9,4,28,6.9,6
2026-01-30 09:00:00,Kalaburagi,Fraud,9,4,40,7.69,7
2026-01-30 09:00:00,Davanagere,Theft,9,4,11,5.85,5
2026-01-30 09:00:00,Udupi,Fraud,9,4,8,8.16,4
2026-01-30 10:00:00,Mysuru,Cybercrime,10,4,39,6.58,11
2026-01-30 10:00:00,Kalaburagi,Assault,10,4,24,1.61,6
2026-01-30 11:00:00,Davanagere,Burglary,11,4,15,7.46,5
2026-01-30 13:00:00,Ballari,Assault,13,4,10,5.22,4
2026-01-30 13:00:00,Shivamogga,Burglary,13,4,6,6.34,3
2026-01-30 14:00:00,Davanagere,Theft,14,4,36,2.31,7
2026-01-30 14:00:00,Davanagere,Cybercrime,14,4,27,3.91,9
2026-01-30 15:00:00,Hubballi-Dharwad,Cybercrime,15,4,18,3.79,6
2026-01-30 16:00:00,Ballari,Theft,16,4,35,1.81,6
2026-01-30 17:00:00,Udupi,Fraud,17,4,8,2.21,2
2026-01-30 18:00:00,Shivamogga,Burglary,18,4,4,8.03,4
2026-01-30 18:00:00,Hubballi-Dharwad,Burglary,18,4,22,5.18,5
2026-01-30 18:00:00,Ballari,Theft,18,4,3,8.37,3
2026-01-30 18:00:00,Ballari,Assault,18,4,35,3.19,7
2026-01-30 18:00:00,Shivamogga,Burglary,18,4,22,8.87,6
2026-01-30 18:00:00,Udupi,Cybercrime,18,4,17,5.49,5
2026-01-30 19:00:00,Bengaluru Urban,Cybercrime,19,4,22,5.22,9
2026-01-30 20:00:00,Kalaburagi,Fraud,20,4,22,4.61,6
2026-01-30 20:00:00,Ballari,Cybercrime,20,4,4,4.5,2
2026-01-30 20:00:00,Mangaluru,Burglary,20,4,9,3.81,4
2026-01-30 21:00:00,Bengaluru Urban,Assault,21,4,19,4.65,11
2026-01-30 21:00:00,Belagavi,Burglary,21,4,29,4.4,6
2026-01-30 22:00:00,Mangaluru,Fraud,22,4,9,1.74,2
2026-01-30 22:00:00,Davanagere,Cybercrime,22,4,19,4.07,6
2026-01-30 23:00:00,Mangaluru,Fraud,23,4,39,9.25,8
2026-01-30 23:00:00,Udupi,Theft,23,4,21,7.1,6
2026-01-30 23:00:00,Kalaburagi,Cybercrime,23,4,33,9.22,7
2026-01-30 23:00:00,Bengaluru Urban,Assault,23,4,38,4.1,11
2026-01-31 00:00:00,Shivamogga,Assault,0,5,15,2.21,2
2026-01-31 00:00:00,Mangaluru,Burglary,0,5,3,7.99,7
2026-01-31 00:00:00,Davanagere,Fraud,0,5,41,4.88,8
2026-01-31 01:00:00,Ballari,Assault,1,5,43,8.49,8
2026-01-31 01:00:00,Ballari,Cybercrime,1,5,26,9.25,6
2026-01-31 02:00:00,Shivamogga,Assault,2,5,28,8.18,7
2026-01-31 02:00:00,Belagavi,Fraud,2,5,15,3.02,5
2026-01-31 03:00:00,Udupi,Assault,3,5,15,7.39,5
2026-01-31 03:00:00,Ballari,Fraud,3,5,37,1.54,8
2026-01-31 03:00:00,Hubballi-Dharwad,Cybercrime,3,5,44,1.48,8
2026-01-31 04:00:00,Bengaluru Urban,Assault,4,5,27,4.55,8
2026-01-31 04:00:00,Ballari,Cybercrime,4,5,22,2.33,5
2026-01-31 04:00:00,Mysuru,Theft,4,5,13,9.04,8
2026-01-31 05:00:00,Udupi,Burglary,5,5,3,1.67,5
2026-01-31 06:00:00,Davanagere,Theft,6,5,2,6.38,3
2026-01-31 06:00:00,Mysuru,Theft,6,5,26,6.47,6
2026-01-31 06:00:00,Bengaluru Urban,Theft,6,5,36,6.16,11
2026-01-31 08:00:00,Bengaluru Urban,Assault,8,5,10,3.66,8
2026-01-31 08:00:00,Bengaluru Urban,Cybercrime,8,5,31,5.19,10
2026-01-31 08:00:00,Ballari,Theft,8,5,17,7.22,6
2026-01-31 09:00:00,Bengaluru Urban,Burglary,9,5,35,3.94,10
2026-01-31 09:00:00,Shivamogga,Assault,9,5,30,7.29,8
2026-01-31 09:00:00,Udupi,Cybercrime,9,5,40,6.88,8
2026-01-31 09:00:00,Kalaburagi,Burglary,9,5,13,5.49,5
2026-01-31 10:00:00,Shivamogga,Cybercrime,10,5,33,4.64,10
2026-01-31 10:00:00,Hubballi-Dharwad,Cybercrime,10,5,13,1.73,6
2026-01-31 10:00:00,Shivamogga,Theft,10,5,8,5.18,3
2026-01-31 10:00:00,Hubballi-Dharwad,Assault,10,5,43,6.82,8
2026-01-31 11:00:00,Shivamogga,Theft,11,5,40,9.25,7
2026-01-31 11:00:00,Bengaluru Urban,Cybercrime,11,5,42,6.48,14
2026-01-31 12:00:00,Davanagere,Theft,12,5,23,7.89,7
2026-01-31 12:00:00,Davanagere,Fraud,12,5,13,6.75,4
2026-01-31 12:00:00,Davanagere,Theft,12,5,37,6.68,9
2026-01-31 13:00:00,Davanagere,Cybercrime,13,5,23,8.41,8
2026-01-31 13:00:00,Davanagere,Assault,13,5,12,7.79,4
2026-01-31 13:00:00,Bengaluru Urban,Fraud,13,5,21,2.62,6
2026-01-31 14:00:00,Davanagere,Fraud,14,5,22,1.99,4
2026-01-31 14:00:00,Davanagere,Cybercrime,14,5,21,4.47,7
2026-01-31 14:00:00,Mangaluru,Assault,14,5,37,2.54,6
2026-01-31 14:00:00,Ballari,Cybercrime,14,5,16,7.45,8
2026-01-31 15:00:00,Mangaluru,Theft,15,5,39,4.99,10
2026-01-31 15:00:00,Ballari,Theft,15,5,21,3.83,5
2026-01-31 16:00:00,Davanagere,Assault,16,5,26,9.2,7
2026-01-31 16:00:00,Belagavi,Theft,16,5,4,7.83,5
2026-01-31 16:00:00,Udupi,Cybercrime,16,5,40,6.57,8
2026-01-31 17:00:00,Belagavi,Burglary,17,5,26,6.14,5
2026-01-31 17:00:00,Udupi,Assault,17,5,20,4.8,4
2026-01-31 17:00:00,Kalaburagi,Theft,17,5,37,9.43,7
2026-01-31 18:00:00,Davanagere,Cybercrime,18,5,16,6.09,5
2026-01-31 19:00:00,Shivamogga,Theft,19,5,36,8.4,10
2026-01-31 20:00:00,Shivamogga,Theft,20,5,14,2.12,3
2026-01-31 20:00:00,Mangaluru,Cybercrime,20,5,36,8.87,9
2026-01-31 21:00:00,Belagavi,Fraud,21,5,15,2.96,4
2026-01-31 21:00:00,Davanagere,Burglary,21,5,26,5.81,7
2026-01-31 21:00:00,Belagavi,Fraud,21,5,15,8.21,5
2026-01-31 21:00:00,Ballari,Cybercrime,21,5,43,2.71,7
2026-01-31 22:00:00,Mangaluru,Burglary,22,5,31,7.74,7
2026-01-31 23:00:00,Bengaluru Urban,Burglary,23,5,43,6.71,12
2026-02-01 01:00:00,Hubballi-Dharwad,Burglary,1,6,2,8.5,7
2026-02-01 02:00:00,Bengaluru Urban,Theft,2,6,8,2.98,8
2026-02-01 02:00:00,Kalaburagi,Theft,2,6,19,4.61,9
2026-02-01 02:00:00,Mangaluru,Fraud,2,6,20,8.13,6
2026-02-01 03:00:00,Mysuru,Theft,3,6,8,3.82,5
2026-02-01 04:00:00,Shivamogga,Cybercrime,4,6,20,2.58,5
2026-02-01 04:00:00,Mangaluru,Assault,4,6,38,2.56,6
2026-02-01 05:00:00,Kalaburagi,Assault,5,6,37,9.31,8
2026-02-01 05:00:00,Ballari,Fraud,5,6,19,4.5,5
2026-02-01 05:00:00,Kalaburagi,Theft,5,6,9,8.89,8
2026-02-01 05:00:00,Ballari,Theft,5,6,13,7.56,7
2026-02-01 05:00:00,Mangaluru,Burglary,5,6,42,3.9,11
2026-02-01 06:00:00,Mysuru,Assault,6,6,16,2.65,4
2026-02-01 06:00:00,Belagavi,Assault,6,6,23,5.04,6
2026-02-01 06:00:00,Udupi,Cybercrime,6,6,9,1.79,1
2026-02-01 07:00:00,Belagavi,Cybercrime,7,6,21,8.68,5
2026-02-01 07:00:00,Shivamogga,Fraud,7,6,15,8.22,5
2026-02-01 07:00:00,Ballari,Fraud,7,6,18,7.73,5
2026-02-01 08:00:00,Shivamogga,Burglary,8,6,32,5.44,8
2026-02-01 08:00:00,Davanagere,Assault,8,6,19,8.56,7
2026-02-01 08:00:00,Shivamogga,Cybercrime,8,6,12,5.52,6
2026-02-01 09:00:00,Mangaluru,Fraud,9,6,13,8.72,5
2026-02-01 10:00:00,Udupi,Theft,10,6,2,2.83,4
2026-02-01 10:00:00,Udupi,Cybercrime,10,6,37,9.41,12
2026-02-01 10:00:00,Hubballi-Dharwad,Fraud,10,6,30,4.67,6
2026-02-01 12:00:00,Bengaluru Urban,Fraud,12,6,32,1.9,10
2026-02-01 12:00:00,Shivamogga,Assault,12,6,19,5.15,5
2026-02-01 13:00:00,Kalaburagi,Fraud,13,6,13,9.35,5
2026-02-01 13:00:00,Shivamogga,Cybercrime,13,6,40,4.38,12
2026-02-01 14:00:00,Shivamogga,Theft,14,6,43,2.38,6
2026-02-01 15:00:00,Hubballi-Dharwad,Burglary,15,6,6,9.22,4
2026-02-01 15:00:00,Udupi,Assault,15,6,26,2.31,5
2026-02-01 15:00:00,Kalaburagi,Fraud,15,6,40,4.72,7
2026-02-01 16:00:00,Shivamogga,Theft,16,6,33,6.55,6
2026-02-01 16:00:00,Ballari,Fraud,16,6,37,9.08,8
2026-02-01 17:00:00,Shivamogga,Fraud,17,6,13,5.44,5
2026-02-01 17:00:00,Davanagere,Assault,17,6,2,7.69,3
2026-02-01 17:00:00,Hubballi-Dharwad,Theft,17,6,23,3.85,5
2026-02-01 18:00:00,Mangaluru,Theft,18,6,38,4.71,7
2026-02-01 18:00:00,Mangaluru,Theft,18,6,28,7.36,7
2026-02-01 18:00:00,Mangaluru,Burglary,18,6,30,3.44,5
2026-02-01 19:00:00,Bengaluru Urban,Fraud,19,6,2,7.46,5
2026-02-01 19:00:00,Davanagere,Assault,19,6,27,4.75,8
2026-02-01 20:00:00,Kalaburagi,Assault,20,6,43,2.14,8
2026-02-01 21:00:00,Hubballi-Dharwad,Fraud,21,6,21,2.75,6
2026-02-01 22:00:00,Kalaburagi,Assault,22,6,11,8.07,7
2026-02-01 22:00:00,Hubballi-Dharwad,Burglary,22,6,31,9.32,9
2026-02-01 23:00:00,Ballari,Assault,23,6,26,7.45,7
2026-02-01 23:00:00,Mysuru,Assault,23,6,21,8.22,6
2026-02-01 23:00:00,Hubballi-Dharwad,Assault,23,6,29,5.2,8
2026-02-01 23:00:00,Kalaburagi,Cybercrime,23,6,16,2.21,3
2026-02-01 23:00:00,Hubballi-Dharwad,Theft,23,6,35,3.69,5
2026-02-02 00:00:00,Belagavi,Fraud,0,0,8,7.08,3
2026-02-02 00:00:00,Hubballi-Dharwad,Theft,0,0,20,6.52,9
2026-02-02 00:00:00,Kalaburagi,Assault,0,0,13,2.18,3
2026-02-02 00:00:00,Ballari,Assault,0,0,44,1.81,6
2026-02-02 00:00:00,Mysuru,Assault,0,0,28,2.34,5
2026-02-02 01:00:00,Udupi,Fraud,1,0,15,4.07,5
2026-02-02 02:00:00,Mysuru,Fraud,2,0,3,9.28,3
2026-02-02 02:00:00,Mysuru,Burglary,2,0,2,5.78,7
2026-02-02 03:00:00,Hubballi-Dharwad,Theft,3,0,24,2.48,8
2026-02-02 03:00:00,Ballari,Burglary,3,0,40,1.55,9
2026-02-02 03:00:00,Udupi,Theft,3,0,29,7.33,10
2026-02-02 03:00:00,Mysuru,Fraud,3,0,34,4.12,5
2026-02-02 03:00:00,Mangaluru,Burglary,3,0,4,6.61,6
2026-02-02 05:00:00,Bengaluru Urban,Theft,5,0,30,5.78,12
2026-02-02 05:00:00,Shivamogga,Assault,5,0,24,6.1,5
2026-02-02 06:00:00,Mangaluru,Assault,6,0,23,9.5,6
2026-02-02 06:00:00,Udupi,Theft,6,0,33,5.65,7
2026-02-02 06:00:00,Mangaluru,Theft,6,0,24,9.03,6
2026-02-02 07:00:00,Belagavi,Theft,7,0,21,8.49,6
2026-02-02 07:00:00,Mangaluru,Theft,7,0,16,8.58,6
2026-02-02 07:00:00,Shivamogga,Theft,7,0,28,3.45,5
2026-02-02 07:00:00,Mangaluru,Theft,7,0,16,8.1,4
2026-02-02 08:00:00,Bengaluru Urban,Burglary,8,0,5,6.04,6
2026-02-02 08:00:00,Udupi,Burglary,8,0,2,4.26,3
2026-02-02 10:00:00,Mangaluru,Theft,10,0,22,4.86,4
2026-02-02 10:00:00,Hubballi-Dharwad,Fraud,10,0,40,8.51,7
2026-02-02 11:00:00,Mysuru,Theft,11,0,31,7.61,7
2026-02-02 11:00:00,Ballari,Assault,11,0,14,6.78,6
2026-02-02 12:00:00,Bengaluru Urban,Cybercrime,12,0,38,6.6,12
2026-02-02 12:00:00,Belagavi,Cybercrime,12,0,12,5.04,8
2026-02-02 13:00:00,Bengaluru Urban,Assault,13,0,6,7.67,7
2026-02-02 13:00:00,Ballari,Fraud,13,0,6,4.49,3
2026-02-02 13:00:00,Shivamogga,Fraud,13,0,28,7.21,7
2026-02-02 14:00:00,Ballari,Fraud,14,0,35,3.66,6
2026-02-02 15:00:00,Bengaluru Urban,Assault,15,0,38,8.58,12
2026-02-02 15:00:00,Udupi,Fraud,15,0,27,7.27,6
2026-02-02 16:00:00,Davanagere,Cybercrime,16,0,27,6.35,9
2026-02-02 17:00:00,Davanagere,Assault,17,0,24,2.62,4
2026-02-02 17:00:00,Davanagere,Assault,17,0,17,1.3,4
2026-02-02 17:00:00,Davanagere,Theft,17,0,30,3.59,6
2026-02-02 18:00:00,Kalaburagi,Burglary,18,0,4,7.9,4
2026-02-02 18:00:00,Hubballi-Dharwad,Burglary,18,0,6,5.81,4
2026-02-02 19:00:00,Udupi,Theft,19,0,44,7.71,8
2026-02-02 19:00:00,Ballari,Theft,19,0,32,1.83,4
2026-02-02 19:00:00,Belagavi,Fraud,19,0,43,8.49,9
2026-02-02 20:00:00,Hubballi-Dharwad,Assault,20,0,23,7.63,9
2026-02-02 21:00:00,Ballari,Burglary,21,0,2,6.72,2
2026-02-02 21:00:00,Bengaluru Urban,Burglary,21,0,22,9.34,8
2026-02-02 21:00:00,Udupi,Cybercrime,21,0,13,1.37,2
2026-02-02 21:00:00,Davanagere,Burglary,21,0,20,5.01,5
2026-02-02 21:00:00,Udupi,Cybercrime,21,0,2,2.28,3
2026-02-02 21:00:00,Mangaluru,Theft,21,0,32,7.16,7
2026-02-02 22:00:00,Mangaluru,Assault,22,0,35,4.68,9
2026-02-02 23:00:00,Udupi,Burglary,23,0,35,8.39,7
2026-02-02 23:00:00,Belagavi,Theft,23,0,22,7.73,7
2026-02-03 00:00:00,Ballari,Fraud,0,1,28,3.75,6
2026-02-03 00:00:00,Ballari,Burglary,0,1,19,8.37,9
2026-02-03 00:00:00,Ballari,Burglary,0,1,28,4.94,8
2026-02-03 00:00:00,Davanagere,Theft,0,1,32,6.43,9
2026-02-03 00:00:00,Hubballi-Dharwad,Cybercrime,0,1,14,3.31,4
2026-02-03 01:00:00,Bengaluru Urban,Assault,1,1,3,5.49,7
2026-02-03 01:00:00,Mangaluru,Fraud,1,1,42,3.35,7
2026-02-03 01:00:00,Mysuru,Cybercrime,1,1,22,9.48,7
2026-02-03 02:00:00,Udupi,Assault,2,1,41,8.4,8
2026-02-03 02:00:00,Shivamogga,Cybercrime,2,1,19,4.09,4
2026-02-03 02:00:00,Belagavi,Theft,2,1,31,4.89,8
2026-02-03 02:00:00,Hubballi-Dharwad,Burglary,2,1,36,8.5,11
2026-02-03 03:00:00,Udupi,Theft,3,1,22,4.82,7
2026-02-03 03:00:00,Kalaburagi,Assault,3,1,3,2.32,1
2026-02-03 03:00:00,Shivamogga,Assault,3,1,12,7.72,3
2026-02-03 04:00:00,Mangaluru,Assault,4,1,14,4.32,4
2026-02-03 05:00:00,Davanagere,Fraud,5,1,38,6.63,7
2026-02-03 05:00:00,Mangaluru,Burglary,5,1,26,1.95,7
2026-02-03 05:00:00,Ballari,Cybercrime,5,1,37,6.15,7
2026-02-03 05:00:00,Mysuru,Assault,5,1,21,1.74,5
2026-02-03 06:00:00,Kalaburagi,Assault,6,1,18,1.66,4
2026-02-03 06:00:00,Hubballi-Dharwad,Fraud,6,1,17,2.56,4
2026-02-03 06:00:00,Bengaluru Urban,Fraud,6,1,37,9.13,10
2026-02-03 06:00:00,Udupi,Assault,6,1,26,9.27,8
2026-02-03 07:00:00,Shivamogga,Cybercrime,7,1,19,9.37,7
2026-02-03 07:00:00,Belagavi,Assault,7,1,6,2.04,2
2026-02-03 07:00:00,Ballari,Fraud,7,1,28,5.84,5
2026-02-03 07:00:00,Belagavi,Cybercrime,7,1,30,6.65,6
2026-02-03 07:00:00,Udupi,Burglary,7,1,17,1.27,3
2026-02-03 07:00:00,Mangaluru,Burglary,7,1,16,2.78,4
2026-02-03 08:00:00,Ballari,Assault,8,1,15,1.54,4
2026-02-03 08:00:00,Hubballi-Dharwad,Cybercrime,8,1,21,3.54,3
2026-02-03 09:00:00,Udupi,Fraud,9,1,10,6.59,4
2026-02-03 09:00:00,Belagavi,Assault,9,1,36,1.39,5
2026-02-03 09:00:00,Bengaluru Urban,Fraud,9,1,27,2.72,8
2026-02-03 09:00:00,Udupi,Theft,9,1,23,7.5,5
2026-02-03 10:00:00,Udupi,Burglary,10,1,29,9.32,8
2026-02-03 10:00:00,Kalaburagi,Cybercrime,10,1,13,5.39,6
2026-02-03 11:00:00,Shivamogga,Fraud,11,1,23,7.49,7
2026-02-03 11:00:00,Davanagere,Assault,11,1,40,9.29,9
2026-02-03 11:00:00,Davanagere,Theft,11,1,11,6.14,4
2026-02-03 11:00:00,Ballari,Theft,11,1,8,4.79,4
2026-02-03 11:00:00,Kalaburagi,Burglary,11,1,44,4.51,8
2026-02-03 12:00:00,Hubballi-Dharwad,Burglary,12,1,41,3.48,6
2026-02-03 12:00:00,Udupi,Assault,12,1,18,5.1,4
2026-02-03 13:00:00,Shivamogga,Assault,13,1,3,2.86,1
2026-02-03 13:00:00,Bengaluru Urban,Assault,13,1,34,5.56,10
2026-02-03 13:00:00,Udupi,Cybercrime,13,1,32,8.3,8
2026-02-03 14:00:00,Kalaburagi,Theft,14,1,31,9.36,9
2026-02-03 14:00:00,Belagavi,Burglary,14,1,17,5.39,5
2026-02-03 14:00:00,Ballari,Cybercrime,14,1,40,9.49,10
2026-02-03 15:00:00,Mysuru,Fraud,15,1,18,4.8,4
2026-02-03 15:00:00,Mangaluru,Assault,15,1,43,3.38,7
2026-02-03 15:00:00,Udupi,Cybercrime,15,1,27,4.44,8
2026-02-03 16:00:00,Udupi,Fraud,16,1,17,7.19,4
2026-02-03 16:00:00,Ballari,Assault,16,1,43,9.38,10
2026-02-03 17:00:00,Udupi,Theft,17,1,33,7.7,8
2026-02-03 18:00:00,Udupi,Theft,18,1,14,6.21,3
2026-02-03 18:00:00,Hubballi-Dharwad,Fraud,18,1,21,1.4,4
2026-02-03 19:00:00,Ballari,Burglary,19,1,24,3.79,4
2026-02-03 19:00:00,Belagavi,Fraud,19,1,16,8.84,6
2026-02-03 19:00:00,Ballari,Burglary,19,1,12,3.68,4
2026-02-03 20:00:00,Kalaburagi,Theft,20,1,15,7.04,4
2026-02-03 20:00:00,Bengaluru Urban,Burglary,20,1,36,5.1,10
2026-02-03 21:00:00,Udupi,Fraud,21,1,30,1.51,5
2026-02-03 21:00:00,Shivamogga,Theft,21,1,29,4.04,5
2026-02-03 22:00:00,Kalaburagi,Cybercrime,22,1,38,7.78,8
2026-02-03 22:00:00,Shivamogga,Assault,22,1,13,8.77,7
2026-02-03 22:00:00,Bengaluru Urban,Assault,22,1,35,2.87,12
2026-02-03 23:00:00,Mangaluru,Fraud,23,1,14,8.12,6
2026-02-03 23:00:00,Ballari,Fraud,23,1,3,9.31,6
2026-02-03 23:00:00,Ballari,Burglary,23,1,12,4.72,4
2026-02-03 23:00:00,Hubballi-Dharwad,Assault,23,1,18,3.48,5
2026-02-03 23:00:00,Shivamogga,Cybercrime,23,1,14,5.45,4
2026-02-03 23:00:00,Kalaburagi,Burglary,23,1,42,3.0,7
2026-02-04 00:00:00,Belagavi,Theft,0,2,24,3.46,6
2026-02-04 00:00:00,Kalaburagi,Fraud,0,2,2,1.35,4
2026-02-04 00:00:00,Mangaluru,Burglary,0,2,30,2.34,7
2026-02-04 01:00:00,Shivamogga,Cybercrime,1,2,14,7.44,6
2026-02-04 02:00:00,Belagavi,Fraud,2,2,20,6.29,5
2026-02-04 03:00:00,Davanagere,Burglary,3,2,17,7.12,7
2026-02-04 03:00:00,Mangaluru,Cybercrime,3,2,18,4.44,4
2026-02-04 04:00:00,Belagavi,Fraud,4,2,22,8.28,6
2026-02-04 05:00:00,Davanagere,Burglary,5,2,28,2.12,7
2026-02-04 05:00:00,Kalaburagi,Fraud,5,2,22,5.11,6
2026-02-04 05:00:00,Ballari,Fraud,5,2,30,3.64,5
2026-02-04 05:00:00,Ballari,Cybercrime,5,2,6,4.16,3
2026-02-04 05:00:00,Davanagere,Burglary,5,2,36,6.19,12
2026-02-04 06:00:00,Hubballi-Dharwad,Cybercrime,6,2,2,8.87,4
2026-02-04 06:00:00,Mangaluru,Theft,6,2,14,4.82,6
2026-02-04 06:00:00,Mysuru,Cybercrime,6,2,8,7.31,5
2026-02-04 06:00:00,Udupi,Cybercrime,6,2,15,5.6,4
2026-02-04 07:00:00,Belagavi,Assault,7,2,18,4.4,4
2026-02-04 07:00:00,Udupi,Burglary,7,2,10,4.66,3
2026-02-04 08:00:00,Shivamogga,Theft,8,2,4,8.06,4
2026-02-04 09:00:00,Ballari,Fraud,9,2,9,1.36,2
2026-02-04 09:00:00,Udupi,Assault,9,2,8,5.21,4
2026-02-04 09:00:00,Belagavi,Theft,9,2,14,8.29,5
2026-02-04 09:00:00,Belagavi,Cybercrime,9,2,12,8.48,6
2026-02-04 10:00:00,Shivamogga,Assault,10,2,21,7.03,6
2026-02-04 10:00:00,Mysuru,Fraud,10,2,34,3.61,5
2026-02-04 10:00:00,Udupi,Assault,10,2,10,4.02,3
2026-02-04 11:00:00,Kalaburagi,Fraud,11,2,22,3.62,5
2026-02-04 11:00:00,Davanagere,Burglary,11,2,41,8.69,8
2026-02-04 11:00:00,Belagavi,Burglary,11,2,42,2.99,7
2026-02-04 11:00:00,Davanagere,Theft,11,2,34,1.45,5
